        22915495555136
 0.000000000E+00 0.000000000E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.333333334E-02 0.333333334E-02 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.666666668E-02 0.666666668E-02 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.100000000E-01 0.100000000E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.133333333E-01 0.133333333E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.166666667E-01 0.166666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.199999999E-01 0.199999999E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.233333334E-01 0.233333334E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.266666667E-01 0.266666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.300000001E-01 0.300000001E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.333333334E-01 0.333333334E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.366666667E-01 0.366666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.400000000E-01 0.400000000E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.433333334E-01 0.433333334E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.466666667E-01 0.466666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.500000000E-01 0.500000000E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.533333333E-01 0.533333333E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.566666666E-01 0.566666666E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.600000000E-01 0.600000000E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.633333333E-01 0.633333333E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.666666668E-01 0.666666668E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.700000001E-01 0.700000001E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.733333334E-01 0.733333334E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.766666667E-01 0.766666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.800000001E-01 0.800000001E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.833333334E-01 0.833333334E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.866666667E-01 0.866666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.900000000E-01 0.900000000E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.933333334E-01 0.933333334E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.966666667E-01 0.966666667E-01 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.100000000E+00 0.100000000E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.103333333E+00 0.103333333E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.106666667E+00 0.106666667E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.110000000E+00 0.110000000E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.113333333E+00 0.113333333E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.116666667E+00 0.116666667E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.120000000E+00 0.120000000E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.123333333E+00 0.123333333E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
 0.126666667E+00 0.126666667E+00 0.100000000E+01 0.100000000E+01 0.100000000E+01
