 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06 0.593762546E-06
